上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录
UBP,LPX,2018/1/20,10:05:00,D,NV6684,2018/1/20,8:55:00,D,NV6684,South,W,S30,S,320,PK482
IGF,IGF,2018/1/20,21:35:00,D,NV6578,2018/1/20,8:45:00,D,NV6698,South,W,S30,S,320,PK480
UOB,UOB,2018/1/20,10:20:00,D,NV6644,2018/1/20,8:45:00,D,NV6645,South,W,S30,S,320,PK479
XOA,XOA,2018/1/20,9:45:00,D,NV6612,2018/1/20,8:40:00,D,NV6697,South,W,S30,S,73H,PK478
LIO,TIF,2018/1/20,9:50:00,D,NV6577,2018/1/20,8:40:00,D,NV6577,South,W,S30,S,320,PK477
***,DTY,2018/1/20,9:25:00,D,GN0408,2018/1/20,8:35:00,D,*****,South,W,S30,S,738,PK476
OHC,VSD,2018/1/20,9:30:00,D,NV6700,2018/1/20,7:55:00,D,NV6700,South,W,S30,S,320,PK473
EZH,XOA,2018/1/20,9:15:00,D,GN0630,2018/1/20,1:35:00,D,GN0453,South,W,S30,S,738,PK448
EZH,XVI,2018/1/20,6:55:00,D,NV3615,2018/1/20,1:30:00,D,NV6487,South,W,S30,S,319,PK447
XVU,EZH,2018/1/20,8:10:00,D,GN0454,2018/1/20,0:05:00,D,GN0657,South,W,S30,S,738,PK446
EMD,DHR,2018/1/20,7:50:00,D,NV6708,2018/1/20,0:15:00,D,NV6723,South,W,S30,S,323,PK443
DHP,DHP,2018/1/20,8:30:00,D,GN0678,2018/1/20,0:15:00,D,GN0401,South,W,S30,S,738,PK442
TZY,LXM,2018/1/20,15:50:00,D,GN0488,2018/1/20,0:10:00,D,GN0349,South,W,S30,S,73E,PK441
ETO,CBW,2018/1/21,9:25:00,D,GN0548,2018/1/20,23:55:00,D,GN0405,South,W,S30,S,73E,PK440
CBW,XYO,2018/1/21,9:05:00,D,GN0572,2018/1/20,23:50:00,D,GN0247,South,W,S30,S,73A,PK439
IBL,TIF,2018/1/21,9:00:00,D,GN0478,2018/1/20,23:40:00,D,GN0643,South,W,S30,S,73E,PK438
UTO,DUV,2018/1/21,9:05:00,D,NV6514,2018/1/20,23:30:00,D,NV3195,South,W,S30,S,319,PK437
MGR,DHP,2018/1/21,8:50:00,D,GN0456,2018/1/20,23:25:00,D,GN0447,South,W,S30,S,738,PK435
IBL,DBO,2018/1/21,9:00:00,D,GN0414,2018/1/20,23:15:00,D,GN0363,South,W,S30,S,73E,PK433
KOH,XOA,2018/1/21,10:25:00,D,GN0628,2018/1/20,23:10:00,D,GN0285,South,W,S30,S,738,PK431
LXF,ARA,2018/1/21,6:55:00,D,NV3286,2018/1/20,23:00:00,D,NV6557,South,W,S30,S,73E,PK430
HZT,XVI,2018/1/21,7:45:00,D,NV3615,2018/1/20,22:55:00,D,NV6615,South,W,S30,S,319,PK429
ZCQ,ZDV,2018/1/21,9:55:00,D,NV6202,2018/1/20,22:50:00,D,NV6379,South,W,S30,S,319,PK428
IEH,MMW,2018/1/21,6:55:00,D,NV6252,2018/1/20,22:30:00,D,NV6769,South,W,S30,S,320,PK425
DBO,UWT,2018/1/21,7:35:00,D,GN0234,2018/1/20,22:30:00,D,GN0639,South,W,S30,S,73H,PK424
DHR,OOH,2018/1/21,8:45:00,D,GN0496,2018/1/20,22:30:00,D,GN0291,South,W,S30,S,325,PK423
YNO,***,2018/1/20,23:15:00,D,*****,2018/1/20,22:25:00,D,GN0645,South,W,S30,S,73L,PK422
LXM,ISC,2018/1/21,7:30:00,D,GN0282,2018/1/20,22:05:00,D,GN0489,South,W,S30,S,73E,PK419
DHP,ZOU,2018/1/21,8:30:00,D,NV6636,2018/1/20,22:00:00,D,NV6405,South,W,S30,S,320,PK418
IOZ,DHP,2018/1/21,8:30:00,D,GN0678,2018/1/20,22:00:00,D,GN0541,South,W,S30,S,738,PK417
ZDV,NJH,2018/1/21,8:00:00,D,GN0522,2018/1/20,22:00:00,D,GN0257,South,W,S30,S,73E,PK416
MAI,DBO,2018/1/20,22:50:00,D,NV3652,2018/1/20,21:50:00,D,NV6319,South,W,S30,S,73E,PK415
EMD,OLH,2018/1/20,22:50:00,D,NV3993,2018/1/20,21:45:00,D,NV6737,South,W,S30,S,320,PK414
EZH,DHP,2018/1/20,22:45:00,D,GN933,2018/1/20,21:45:00,D,GN0455,South,W,S30,S,738,PK413
QFL,TAY,2018/1/21,9:05:00,D,NV6446,2018/1/20,21:40:00,D,NV6241,South,W,S30,S,323,PK412
EMD,IEH,2018/1/21,6:40:00,D,NV6748,2018/1/20,21:30:00,D,NV6733,South,W,S30,S,320,PK410
GPD,GPD,2018/1/21,8:55:00,D,NV6616,2018/1/20,21:20:00,D,NV6699,South,W,S30,S,321,PK408
UOB,UOB,2018/1/20,22:30:00,D,NV6652,2018/1/20,21:20:00,D,NV6653,South,W,S30,S,320,PK407
XOA,XOA,2018/1/20,22:20:00,D,GN0620,2018/1/20,21:20:00,D,GN0629,South,W,S30,S,738,PK406
DTY,YNO,2018/1/20,22:40:00,D,GN0368,2018/1/20,21:15:00,D,GN0409,South,W,S30,S,738,PK403
TIF,LIO,2018/1/20,22:20:00,D,NV6642,2018/1/20,21:05:00,D,NV6642,South,W,S30,S,320,PK401
VSD,OHC,2018/1/20,22:20:00,D,NV6811,2018/1/20,21:00:00,D,NV6811,South,W,S30,S,320,PK399
UBP,UBP,2018/1/20,22:10:00,D,NV6632,2018/1/20,21:00:00,D,NV6633,South,W,S30,S,320,PK398
***,DTY,2018/1/20,21:30:00,D,NV6478,2018/1/20,20:40:00,D,*****,South,W,S30,S,319,PK396
GPD,EMD,2018/1/20,22:05:00,D,NV6772,2018/1/20,20:30:00,D,NV6772,South,W,S30,S,325,PK395
TZY,DLH,2018/1/21,9:00:00,D,NV6532,2018/1/20,20:30:00,D,NV6578,South,W,S30,S,325,PK394
YJZ,YJZ,2018/1/21,6:40:00,D,NV3446,2018/1/20,20:25:00,D,NV3278,South,W,S30,S,325,PK392
OBP,OBP,2018/1/21,8:25:00,D,NV6548,2018/1/20,20:20:00,D,NV6549,South,W,S30,S,319,PK390
ISC,ISC,2018/1/21,8:20:00,D,NV6724,2018/1/20,20:15:00,D,NV6725,South,W,S30,S,320,PK389
UTO,***,2018/1/20,21:05:00,D,*****,2018/1/20,20:15:00,D,NV6551,South,W,S30,S,319,PK388
ITO,EBU,2018/1/21,8:15:00,D,NV6358,2018/1/20,20:10:00,D,NV6317,South,W,S30,S,319,PK387
YNO,DHR,2018/1/20,21:05:00,D,GN0260,2018/1/20,20:10:00,D,GN0261,South,W,S30,S,73H,PK385
TIF,LXF,2018/1/20,21:35:00,D,GN0560,2018/1/20,20:05:00,D,GN0205,South,W,S30,S,73A,PK383
DUV,DUV,2018/1/20,21:30:00,D,NV6528,2018/1/20,20:00:00,D,NV6527,South,W,S30,S,320,PK381
UZO,UZO,2018/1/20,21:00:00,D,NV6325,2018/1/20,20:00:00,D,NV6324,South,W,S30,S,73E,PK380
ZOK,DLH,2018/1/20,21:05:00,D,NV6544,2018/1/20,19:40:00,D,NV6763,South,W,S30,S,320,PK376
AIB,TIF,2018/1/20,21:25:00,D,NV6714,2018/1/20,19:15:00,D,NV6714,South,W,S30,S,320,PK369
XOA,DBO,2018/1/20,21:20:00,D,GN0428,2018/1/20,19:10:00,D,GN0641,South,W,S30,S,738,PK367
DHR,LXM,2018/1/20,21:10:00,D,GN0287,2018/1/20,18:55:00,D,GN0287,South,W,S30,S,738,PK364
XVI,EZH,2018/1/20,20:00:00,D,NV6486,2018/1/20,18:50:00,D,NV3622,South,W,S30,S,319,PK362
XFI,EZH,2018/1/20,20:05:00,D,GN0452,2018/1/20,18:50:00,D,GN0465,South,W,S30,S,738,PK360
EMD,EMD,2018/1/21,7:45:00,D,NV6738,2018/1/20,18:35:00,D,NV6739,South,W,S30,S,320,PK357
DUV,TAY,2018/1/20,21:25:00,D,NV6472,2018/1/20,18:30:00,D,NV6525,South,W,S30,S,325,PK356
YOO,YOO,2018/1/20,19:35:00,D,NV3410,2018/1/20,18:30:00,D,NV3421,South,W,S30,S,319,PK355
ZJI,XVI,2018/1/20,19:30:00,D,NV3631,2018/1/20,18:00:00,D,NV3786,South,W,S30,S,73E,PK348
AVI,ISC,2018/1/20,20:55:00,D,NV6720,2018/1/20,17:40:00,D,NV6301,South,W,S30,S,325,PK346
BPH,OOH,2018/1/20,21:00:00,D,GN0494,2018/1/20,17:35:00,D,GN0209,South,W,S30,S,73A,PK345
MIX,AVI,2018/1/21,15:50:00,D,GN0326,2018/1/20,17:20:00,D,GN0333,South,W,S30,S,738,PK342
***,MIX,2018/1/20,17:50:00,D,GN0332,2018/1/20,17:00:00,D,*****,South,W,S30,S,738,PK339
XOA,XOA,2018/1/20,17:55:00,D,GN0636,2018/1/20,16:50:00,D,GN0637,South,W,S30,S,738,PK335
YJZ,YJZ,2018/1/20,18:05:00,D,NV3277,2018/1/20,16:15:00,D,NV3260,South,W,S30,S,320,PK326
TIF,IJB,2018/1/20,17:40:00,D,NV6710,2018/1/20,16:05:00,D,NV6715,South,W,S30,S,320,PK325
ZOU,TAY,2018/1/20,17:05:00,D,NV6462,2018/1/20,15:55:00,D,NV6657,South,W,S30,S,323,PK323
CBW,ETO,2018/1/20,17:30:00,D,GN0404,2018/1/20,15:55:00,D,GN0549,South,W,S30,S,73E,PK320
TAY,LXM,2018/1/20,16:45:00,D,NV0746,2018/1/20,15:25:00,D,NV6453,South,W,S30,S,323,PK315
EMD,***,2018/1/20,16:10:00,D,*****,2018/1/20,15:20:00,D,GN0203,South,W,S30,S,738,PK312
DBO,IBL,2018/1/20,16:20:00,D,GN0642,2018/1/20,15:10:00,D,GN0423,South,W,S30,S,73E,PK310
***,MIX,2018/1/20,15:50:00,D,NV3465,2018/1/20,15:00:00,D,*****,South,W,S30,S,320,PK309
NJH,TZY,2018/1/20,16:35:00,D,GN0348,2018/1/20,14:55:00,D,GN0523,South,W,S30,S,73E,PK307
TIF,DHR,2018/1/20,16:05:00,D,GN0280,2018/1/20,14:55:00,D,GN0479,South,W,S30,S,325,PK306
ISC,IBL,2018/1/20,15:55:00,D,GN0362,2018/1/20,14:55:00,D,GN0283,South,W,S30,S,73E,PK305
LPX,UBP,2018/1/20,15:55:00,D,NV6685,2018/1/20,14:45:00,D,NV6685,South,W,S30,S,320,PK300
ZJI,DBO,2018/1/20,16:10:00,D,GN0638,2018/1/20,14:40:00,D,GN0477,South,W,S30,S,73H,PK299
EBU,HZT,2018/1/20,16:30:00,D,NV6614,2018/1/20,14:35:00,D,NV6359,South,W,S30,S,319,PK298
DHR,YJZ,2018/1/20,17:20:00,D,NV3273,2018/1/20,14:30:00,D,NV6709,South,W,S30,S,323,PK297
XVI,MAI,2018/1/20,15:25:00,D,NV6318,2018/1/20,14:20:00,D,NV3654,South,W,S30,S,73E,PK294
IGF,IGF,2018/1/20,15:20:00,D,NV6574,2018/1/20,14:10:00,D,NV6575,South,W,S30,S,320,PK293
ZLI,IEH,2018/1/20,17:25:00,D,NV6768,2018/1/20,13:55:00,D,NV6727,South,W,S30,S,320,PK291
IJB,TIF,2018/1/20,14:50:00,D,NV6718,2018/1/20,13:40:00,D,NV6719,South,W,S30,S,320,PK288
YJZ,YJZ,2018/1/20,14:15:00,D,NV3269,2018/1/20,13:15:00,D,NV3266,South,W,S30,S,325,PK284
UWT,YNO,2018/1/20,14:20:00,D,GN0250,2018/1/20,13:10:00,D,GN0235,South,W,S30,S,73H,PK283
ARA,LXF,2018/1/20,16:30:00,D,NV6556,2018/1/20,13:05:00,D,NV3287,South,W,S30,S,73E,PK282
LXM,AVI,2018/1/20,15:50:00,D,GN0326,2018/1/20,12:40:00,D,GN0491,South,W,S30,S,738,PK279
CQF,TIF,2018/1/20,13:35:00,D,GN0204,2018/1/20,12:25:00,D,GN0253,South,W,S30,S,73A,PK277
IEH,MZJ,2018/1/20,13:25:00,D,NV6510,2018/1/20,12:20:00,D,NV6749,South,W,S30,S,320,PK276
DLH,***,2018/1/20,12:10:00,D,*****,2018/1/20,11:20:00,D,NV6535,South,W,S30,S,320,PK273
DUV,DUV,2018/1/20,18:05:00,D,NV6308,2018/1/20,11:05:00,D,NV6307,South,W,S30,S,320,PK272
DHR,SJA,2018/1/20,12:00:00,D,GN0236,2018/1/20,10:40:00,D,GN0271,South,W,S30,S,73H,PK267
TIF,AIB,2018/1/20,12:25:00,D,NV6713,2018/1/20,10:35:00,D,NV6713,South,W,S30,S,320,PK266
DHP,MGR,2018/1/20,13:05:00,D,GN0446,2018/1/20,10:30:00,D,GN0457,South,W,S30,S,738,PK264
OOH,AIB,2018/1/20,11:20:00,D,GN0460,2018/1/20,10:20:00,D,GN0495,South,W,S30,S,73A,PK259
TAY,TZY,2018/1/20,13:05:00,D,NV6488,2018/1/20,10:10:00,D,NV6443,South,W,S30,S,325,PK256
DUV,DUV,2018/1/20,12:30:00,D,NV305,2018/1/20,10:05:00,D,NV6513,South,W,S30,S,320,PK254
DTY,EMD,2018/1/19,11:05:00,D,NV6752,2018/1/19,9:50:00,D,NV6479,South,W,S30,S,319,PK251
UTO,TIF,2018/1/19,11:05:00,D,GN0298,2018/1/19,9:50:00,D,GN0181,South,W,S30,S,738,PK249
LXM,DHR,2018/1/19,11:00:00,D,GN0493,2018/1/19,9:45:00,D,GN0493,South,W,S30,S,738,PK247
DLH,DLH,2018/1/19,11:05:00,D,NV6536,2018/1/19,9:40:00,D,NV6533,South,W,S30,S,320,PK246
LXF,KOH,2018/1/19,11:00:00,D,GN0284,2018/1/19,9:40:00,D,GN0571,South,W,S30,S,73A,PK245
ZOU,UBP,2018/1/19,11:15:00,D,NV6622,2018/1/19,9:35:00,D,NV6655,South,W,S30,S,320,PK244
UZO,UZO,2018/1/19,10:45:00,D,NV3512,2018/1/19,9:35:00,D,NV3513,South,W,S30,S,73H,PK242
DHP,UTO,2018/1/19,21:45:00,D,GN0170,2018/1/19,9:30:00,D,GN0439,South,W,S30,S,738,PK241
EMD,GPD,2018/1/19,10:40:00,D,NV6773,2018/1/19,9:25:00,D,NV6773,South,W,S30,S,325,PK240
UBP,ZOU,2018/1/19,9:55:00,D,NV3280,2018/1/19,8:55:00,D,NV6623,South,W,S30,S,320,PK236
YNO,EMD,2018/1/19,10:35:00,D,GN0202,2018/1/19,8:55:00,D,GN0369,South,W,S30,S,738,PK234
UOB,UOB,2018/1/19,10:20:00,D,NV3552,2018/1/19,8:45:00,D,NV6645,South,W,S30,S,320,PK233
IGF,UTO,2018/1/19,13:55:00,D,NV6540,2018/1/19,8:45:00,D,NV6579,South,W,S30,S,320,PK232
XOA,XOA,2018/1/19,9:45:00,D,NV6612,2018/1/19,8:40:00,D,NV6697,South,W,S30,S,73H,PK231
LIO,TIF,2018/1/19,9:50:00,D,NV6577,2018/1/19,8:40:00,D,NV6577,South,W,S30,S,320,PK230
***,DTY,2018/1/19,9:25:00,D,GN0408,2018/1/19,8:35:00,D,*****,South,W,S30,S,738,PK229
OHC,VSD,2018/1/19,9:15:00,D,NV6700,2018/1/19,8:15:00,D,NV6700,South,W,S30,S,320,PK226
UHP,XYO,2018/1/19,9:05:00,D,GN0572,2018/1/19,1:45:00,D,GN0659,South,W,S30,S,73A,PK204
EZH,XOA,2018/1/19,10:25:00,D,GN0628,2018/1/19,1:35:00,D,GN0453,South,W,S30,S,738,PK203
EZH,EBY,2018/1/19,8:20:00,D,NV6552,2018/1/19,1:30:00,D,NV6487,South,W,S30,S,319,PK202
MMG,XVI,2018/1/19,7:30:00,D,NV3615,2018/1/19,0:25:00,D,NV6201,South,W,S30,S,319,PK201
EMD,***,2018/1/19,1:05:00,D,*****,2018/1/19,0:15:00,D,NV6723,South,W,S30,S,325,PK199
DHP,***,2018/1/19,1:05:00,D,*****,2018/1/19,0:15:00,D,GN0679,South,W,S30,S,738,PK198
ETO,CBW,2018/1/20,9:25:00,D,GN0548,2018/1/19,23:55:00,D,GN0405,South,W,S30,S,73E,PK197
IBL,EMD,2018/1/20,14:10:00,D,NV6722,2018/1/19,23:40:00,D,GN0643,South,W,S30,S,323,PK196
UTO,DUV,2018/1/20,9:05:00,D,NV6514,2018/1/19,23:30:00,D,NV3195,South,W,S30,S,319,PK195
TAY,ZOU,2018/1/20,11:10:00,D,NV6656,2018/1/19,23:25:00,D,NV6471,South,W,S30,S,323,PK194
YJZ,DLH,2018/1/20,9:20:00,D,NV6504,2018/1/19,23:20:00,D,NV3447,South,W,S30,S,319,PK193
EZH,UWT,2018/1/20,7:35:00,D,GN0234,2018/1/19,23:20:00,D,GN0455,South,W,S30,S,73H,PK192
IBL,DBO,2018/1/20,9:00:00,D,GN0414,2018/1/19,23:15:00,D,GN0363,South,W,S30,S,73E,PK191
LXF,ARA,2018/1/20,6:55:00,D,NV3286,2018/1/19,23:00:00,D,NV6557,South,W,S30,S,73E,PK188
HZT,OBP,2018/1/20,8:25:00,D,NV6548,2018/1/19,22:55:00,D,NV6615,South,W,S30,S,319,PK187
LXM,TAY,2018/1/20,9:05:00,D,NV6446,2018/1/19,22:45:00,D,NV0747,South,W,S30,S,323,PK184
DHR,NJH,2018/1/20,8:00:00,D,GN0522,2018/1/19,22:30:00,D,GN0291,South,W,S30,S,73E,PK182
YNO,TIF,2018/1/20,8:55:00,D,GN0478,2018/1/19,22:25:00,D,GN0645,South,W,S30,S,325,PK181
CBW,CQF,2018/1/20,6:55:00,D,GN0252,2018/1/19,22:25:00,D,GN0247,South,W,S30,S,73A,PK180
ZOK,IEH,2018/1/20,6:40:00,D,NV6748,2018/1/19,22:15:00,D,NV6763,South,W,S30,S,320,PK179
UOB,UOB,2018/1/19,23:15:00,D,NV6652,2018/1/19,22:05:00,D,NV3553,South,W,S30,S,320,PK176
LXM,ISC,2018/1/20,7:30:00,D,GN0282,2018/1/19,22:05:00,D,GN0489,South,W,S30,S,73E,PK175
DHP,ZOU,2018/1/20,9:55:00,D,NV3280,2018/1/19,22:00:00,D,NV6405,South,W,S30,S,320,PK174
IOZ,LXM,2018/1/20,6:40:00,D,GN0480,2018/1/19,22:00:00,D,GN0541,South,W,S30,S,738,PK173
ZDV,***,2018/1/19,22:50:00,D,*****,2018/1/19,22:00:00,D,GN0257,South,W,S30,S,73H,PK172
MAI,EMD,2018/1/20,8:30:00,D,NV6734,2018/1/19,21:50:00,D,NV6319,South,W,S30,S,73E,PK171
YJZ,YJZ,2018/1/20,8:05:00,D,NV3263,2018/1/19,21:50:00,D,NV3270,South,W,S30,S,321,PK170
EMD,OLH,2018/1/19,22:50:00,D,NV3993,2018/1/19,21:45:00,D,NV6737,South,W,S30,S,320,PK169
QFL,CIZ,2018/1/20,9:25:00,D,NV6376,2018/1/19,21:40:00,D,NV6241,South,W,S30,S,325,PK168
XOA,XOA,2018/1/19,22:20:00,D,GN0620,2018/1/19,21:20:00,D,GN0629,South,W,S30,S,738,PK164
DTY,YNO,2018/1/19,22:40:00,D,GN0368,2018/1/19,21:15:00,D,GN0409,South,W,S30,S,738,PK162
TIF,LIO,2018/1/19,22:20:00,D,NV6642,2018/1/19,21:05:00,D,NV6642,South,W,S30,S,320,PK160
VSD,OHC,2018/1/19,22:20:00,D,NV6811,2018/1/19,21:00:00,D,NV6811,South,W,S30,S,320,PK158
UBP,UBP,2018/1/19,22:10:00,D,NV6632,2018/1/19,21:00:00,D,NV6633,South,W,S30,S,320,PK157
ZOU,QFL,2018/1/20,9:00:00,D,NV6230,2018/1/19,20:45:00,D,NV6375,South,W,S30,S,323,PK155
***,DTY,2018/1/19,21:30:00,D,NV6478,2018/1/19,20:40:00,D,*****,South,W,S30,S,319,PK154
GPD,EMD,2018/1/19,22:05:00,D,NV6772,2018/1/19,20:30:00,D,NV6772,South,W,S30,S,325,PK153
TZY,IGF,2018/1/19,21:35:00,D,NV6578,2018/1/19,20:30:00,D,NV6578,South,W,S30,S,320,PK152
YJZ,YJZ,2018/1/20,6:40:00,D,NV3446,2018/1/19,20:25:00,D,NV3278,South,W,S30,S,325,PK150
ISC,ISC,2018/1/20,8:20:00,D,NV6724,2018/1/19,20:15:00,D,NV6725,South,W,S30,S,320,PK147
UTO,DLH,2018/1/19,21:05:00,D,NV6544,2018/1/19,20:15:00,D,NV6551,South,W,S30,S,320,PK146
ITO,UTO,2018/1/20,13:55:00,D,NV6540,2018/1/19,20:10:00,D,NV6317,South,W,S30,S,319,PK145
YNO,TXB,2018/1/19,21:05:00,D,GN0300,2018/1/19,20:10:00,D,GN0261,South,W,S30,S,73H,PK143
TIF,OOH,2018/1/19,21:00:00,D,GN0494,2018/1/19,20:05:00,D,GN0205,South,W,S30,S,73A,PK141
DUV,DUV,2018/1/19,21:30:00,D,NV6528,2018/1/19,20:00:00,D,NV6527,South,W,S30,S,320,PK139
UZO,UZO,2018/1/19,21:00:00,D,NV6325,2018/1/19,20:00:00,D,NV6324,South,W,S30,S,73H,PK138
EMD,EBU,2018/1/20,8:15:00,D,NV6358,2018/1/19,19:50:00,D,NV6753,South,W,S30,S,319,PK136
AIB,TIF,2018/1/19,21:25:00,D,NV6714,2018/1/19,19:15:00,D,NV6714,South,W,S30,S,320,PK128
DHR,LXM,2018/1/19,21:10:00,D,GN0287,2018/1/19,18:55:00,D,GN0287,South,W,S30,S,738,PK123
XFI,DBO,2018/1/19,21:20:00,D,GN0428,2018/1/19,18:50:00,D,GN0465,South,W,S30,S,738,PK121
IAI,***,2018/1/19,19:30:00,D,*****,2018/1/19,18:40:00,D,NV6703,South,W,S30,S,319,PK119
EMD,EMD,2018/1/20,7:45:00,D,NV6738,2018/1/19,18:35:00,D,NV6779,South,W,S30,S,320,PK117
DUV,TAY,2018/1/19,21:25:00,D,NV6472,2018/1/19,18:30:00,D,NV6525,South,W,S30,S,325,PK116
YOO,YOO,2018/1/19,19:35:00,D,NV3410,2018/1/19,18:30:00,D,NV3421,South,W,S30,S,319,PK115
ZJI,XVI,2018/1/19,19:30:00,D,NV3631,2018/1/19,17:55:00,D,NV3786,South,W,S30,S,73E,PK105
AVI,YJZ,2018/1/21,8:05:00,D,NV3263,2018/1/19,17:40:00,D,NV6301,South,W,S30,S,325,PK103
BPH,UHP,2018/1/20,13:50:00,D,GN0658,2018/1/19,17:35:00,D,GN0209,South,W,S30,S,73A,PK102
MIX,EZH,2018/1/19,20:05:00,D,GN0452,2018/1/19,17:20:00,D,GN0333,South,W,S30,S,738,PK099
***,MIX,2018/1/19,17:50:00,D,GN0332,2018/1/19,17:00:00,D,*****,South,W,S30,S,738,PK095
XOA,XOA,2018/1/19,17:55:00,D,GN0636,2018/1/19,16:50:00,D,GN0637,South,W,S30,S,738,PK092
CIZ,EZH,2018/1/19,20:00:00,D,NV6486,2018/1/19,16:20:00,D,NV6377,South,W,S30,S,319,PK085
YJZ,YJZ,2018/1/19,18:05:00,D,NV3277,2018/1/19,16:15:00,D,NV3260,South,W,S30,S,320,PK083
TIF,IJB,2018/1/19,17:40:00,D,NV6710,2018/1/19,16:05:00,D,NV6715,South,W,S30,S,320,PK082
DLH,IEH,2018/1/19,16:50:00,D,NV6768,2018/1/19,15:35:00,D,NV6537,South,W,S30,S,320,PK074
OOH,YNO,2018/1/20,17:05:00,D,GN0644,2018/1/19,15:35:00,D,GN0497,South,W,S30,S,73L,PK072
TAY,LXM,2018/1/19,16:45:00,D,NV0746,2018/1/19,15:25:00,D,NV6453,South,W,S30,S,323,PK070
EMD,***,2018/1/19,16:10:00,D,*****,2018/1/19,15:20:00,D,GN0203,South,W,S30,S,738,PK068
DBO,IBL,2018/1/19,16:20:00,D,GN0642,2018/1/19,15:10:00,D,GN0423,South,W,S30,S,323,PK066
***,MIX,2018/1/19,15:50:00,D,NV3465,2018/1/19,15:00:00,D,*****,South,W,S30,S,325,PK065
NJH,ZDV,2018/1/20,16:20:00,D,GN0256,2018/1/19,14:55:00,D,GN0523,South,W,S30,S,73E,PK062
TIF,DHR,2018/1/19,16:05:00,D,GN0280,2018/1/19,14:55:00,D,GN0479,South,W,S30,S,73E,PK061
ISC,IBL,2018/1/19,15:55:00,D,GN0362,2018/1/19,14:55:00,D,GN0283,South,W,S30,S,73E,PK060
EBY,YJZ,2018/1/19,17:20:00,D,NV3273,2018/1/19,14:50:00,D,NV6553,South,W,S30,S,319,PK058
XYO,CBW,2018/1/19,15:45:00,D,GN0246,2018/1/19,14:40:00,D,GN0573,South,W,S30,S,73A,PK053
ZJI,DBO,2018/1/19,16:10:00,D,GN0638,2018/1/19,14:40:00,D,GN0477,South,W,S30,S,73H,PK052
EBU,INJ,2018/1/19,15:35:00,D,NV6716,2018/1/19,14:35:00,D,NV6359,South,W,S30,S,320,PK051
XVI,MAI,2018/1/19,15:25:00,D,NV6318,2018/1/19,14:20:00,D,NV3654,South,W,S30,S,73E,PK047
IGF,IGF,2018/1/19,15:20:00,D,NV6574,2018/1/19,14:10:00,D,NV6575,South,W,S30,S,320,PK046
ZLI,ZOK,2018/1/19,14:55:00,D,NV6762,2018/1/19,13:55:00,D,NV6727,South,W,S30,S,320,PK045
IJB,TIF,2018/1/19,14:50:00,D,NV6718,2018/1/19,13:40:00,D,NV6719,South,W,S30,S,320,PK041
YJZ,YJZ,2018/1/19,14:15:00,D,NV3269,2018/1/19,13:15:00,D,NV3266,South,W,S30,S,325,PK037
ARA,LXF,2018/1/19,16:30:00,D,NV6556,2018/1/19,13:05:00,D,NV3287,South,W,S30,S,73E,PK034
KOA,YNO,2018/1/19,14:20:00,D,GN0250,2018/1/19,13:00:00,D,GN0201,South,W,S30,S,73H,PK033
LXM,AVI,2018/1/19,15:50:00,D,GN0326,2018/1/19,12:40:00,D,GN0491,South,W,S30,S,738,PK031
CQF,TIF,2018/1/19,13:35:00,D,GN0204,2018/1/19,12:25:00,D,GN0253,South,W,S30,S,73A,PK029
IEH,MZJ,2018/1/19,13:25:00,D,NV6510,2018/1/19,12:20:00,D,NV6749,South,W,S30,S,320,PK027
DLH,TZY,2018/1/19,13:05:00,D,NV6488,2018/1/19,11:20:00,D,NV6535,South,W,S30,S,320,PK024
DHR,LXM,2018/1/19,12:00:00,D,GN0492,2018/1/19,10:40:00,D,GN0271,South,W,S30,S,73H,PK017
TIF,AIB,2018/1/19,12:25:00,D,NV6713,2018/1/19,10:35:00,D,NV6713,South,W,S30,S,320,PK016
DHP,XVU,2018/1/19,13:05:00,D,GN0656,2018/1/19,10:30:00,D,GN0457,South,W,S30,S,738,PK014
OOH,BPH,2018/1/19,11:30:00,D,GN0208,2018/1/19,10:20:00,D,GN0495,South,W,S30,S,73A,PK009
TXB,SJA,2018/1/19,12:00:00,D,GN0236,2018/1/19,10:10:00,D,GN0411,South,W,S30,S,73H,PK005
DUV,DUV,2018/1/19,12:30:00,D,NV305,2018/1/19,10:05:00,D,NV6513,South,W,S30,S,320,PK004
AIB,AIB,2018/1/19,11:20:00,D,GN0460,2018/1/19,10:05:00,D,GN0471,South,W,S30,S,73A,PK003
LVM,ILH,2018/1/21,9:35:00,I,GN922,2018/1/21,7:20:00,I,GN973,East,W,S31,S,73H,PK726
ILU,ILU,2018/1/21,19:30:00,I,GN942,2018/1/21,7:15:00,I,GN969,East,W,S31,S,73H,PK725
DSL,DOY,2018/1/21,10:10:00,I,NV316,2018/1/21,7:00:00,I,NV6157,East,W,S31,S,320,PK723
CLJ,CLL,2018/1/21,8:35:00,I,GN940,2018/1/21,5:55:00,I,GN979,East,W,S31,S,73H,PK717
QOI,PLB,2018/1/21,10:20:00,I,NV3196,2018/1/21,5:20:00,I,NV871,East,W,S31,S,320,PK713
LCW,CLL,2018/1/21,12:00:00,I,GN944,2018/1/21,5:00:00,I,GN991,East,W,S31,S,73H,PK709
