,Unnamed: 0,Unnamed: 0.1,上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录号,精确到达时间,精确出发时间
725,725,725,QFL,OSU,2018/1/20,16:55:00,I,NV382,2018/1/20,15:20:00,D,NV382,South,W,T25,T,321,PK313,2018/1/20 15:20:00,2018/1/20 16:55:00
726,726,726,GPD,IOE,2018/1/20,17:10:00,I,NV686,2018/1/20,14:45:00,D,NV6711,South,W,T25,T,325,PK301,2018/1/20 14:45:00,2018/1/20 17:10:00
727,727,727,DHP,LJY,2018/1/20,14:55:00,I,GN932,2018/1/20,13:50:00,D,GN932,South,W,T25,T,738,PK289,2018/1/20 13:50:00,2018/1/20 14:55:00
728,728,728,EMD,GVL,2018/1/20,14:30:00,I,NV6198,2018/1/20,13:25:00,D,NV6735,South,W,T25,T,73E,PK286,2018/1/20 13:25:00,2018/1/20 14:30:00
729,729,729,KOA,QVT,2018/1/20,14:05:00,I,GN930,2018/1/20,13:00:00,D,GN0201,South,W,T25,T,73H,PK281,2018/1/20 13:00:00,2018/1/20 14:05:00
730,730,730,EMD,PLB,2018/1/20,13:10:00,I,NV398,2018/1/20,11:00:00,D,NV6785,South,W,T25,T,320,PK271,2018/1/20 11:00:00,2018/1/20 13:10:00
731,731,731,LNH,LJY,2018/1/20,12:15:00,I,NV858,2018/1/20,10:30:00,D,NV858,South,W,T25,T,73H,PK265,2018/1/20 10:30:00,2018/1/20 12:15:00
732,732,732,MIX,OHP,2018/1/20,11:35:00,I,NV820,2018/1/20,10:25:00,D,NV820,South,W,T25,T,320,PK263,2018/1/20 10:25:00,2018/1/20 11:35:00
733,733,733,ISC,ILH,2018/1/20,11:25:00,I,NV618,2018/1/20,10:25:00,D,NV6731,South,W,T25,T,325,PK262,2018/1/20 10:25:00,2018/1/20 11:25:00
734,734,734,YJZ,OSU,2018/1/20,11:45:00,I,NV632,2018/1/20,10:15:00,D,NV632,South,W,T25,T,325,PK258,2018/1/20 10:15:00,2018/1/20 11:45:00
735,735,735,XVI,GTA,2018/1/20,11:15:00,I,NV3120,2018/1/20,10:15:00,D,NV3120,South,W,T25,T,73H,PK257,2018/1/20 10:15:00,2018/1/20 11:15:00
736,736,736,TXB,CLL,2018/1/20,12:00:00,I,GN944,2018/1/20,10:10:00,D,GN0411,South,W,T25,T,73H,PK255,2018/1/20 10:10:00,2018/1/20 12:00:00
737,737,737,QFL,NGN,2018/1/20,12:40:00,I,NV3118,2018/1/20,10:00:00,D,NV6294,South,W,T25,T,321,PK253,2018/1/20 10:00:00,2018/1/20 12:40:00
738,738,738,MIX,DKV,2018/1/20,10:15:00,I,NV6160,2018/1/19,23:10:00,D,NV3464,South,W,T25,T,325,PK190,2018/1/19 23:10:00,2018/1/20 10:15:00
739,739,739,KOH,UPZ,2018/1/20,9:25:00,I,GN936,2018/1/19,23:10:00,D,GN0285,South,W,T25,T,73A,PK189,2018/1/19 23:10:00,2018/1/20 9:25:00
740,740,740,ZCQ,LPK,2018/1/20,9:50:00,I,NV872,2018/1/19,22:50:00,D,NV6379,South,W,T25,T,319,PK186,2018/1/19 22:50:00,2018/1/20 9:50:00
741,741,741,DBO,UTB,2018/1/20,9:10:00,I,GN912,2018/1/19,22:30:00,D,GN0639,South,W,T25,T,73H,PK183,2018/1/19 22:30:00,2018/1/20 9:10:00
742,742,742,IEH,ILH,2018/1/20,8:35:00,I,NV612,2018/1/19,22:05:00,D,NV6769,South,W,T25,T,320,PK177,2018/1/19 22:05:00,2018/1/20 8:35:00
743,743,743,GPD,LJY,2018/1/20,8:55:00,I,NV336,2018/1/19,21:20:00,D,NV6699,South,W,T25,T,320,PK165,2018/1/19 21:20:00,2018/1/20 8:55:00
744,744,744,AZJ,QVT,2018/1/20,8:00:00,I,NV6154,2018/1/19,21:00:00,D,NV6495,South,W,T25,T,320,PK156,2018/1/19 21:00:00,2018/1/20 8:00:00
745,745,745,OBP,LJK,2018/1/20,9:30:00,I,NV306,2018/1/19,20:20:00,D,NV6549,South,W,T25,T,319,PK148,2018/1/19 20:20:00,2018/1/20 9:30:00
746,746,746,SJA,UTB,2018/1/20,10:40:00,I,GN920,2018/1/19,20:10:00,D,GN0237,South,W,T25,T,73H,PK142,2018/1/19 20:10:00,2018/1/20 10:40:00
747,747,747,MMW,DOY,2018/1/20,10:10:00,I,NV316,2018/1/19,18:20:00,D,NV6253,South,W,T25,T,320,PK112,2018/1/19 18:20:00,2018/1/20 10:10:00
748,748,748,DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,South,W,T25,T,320,PK475,2018/1/20 8:35:00,2018/1/20 10:20:00
749,749,749,LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,South,W,T25,T,73H,PK470,2018/1/20 7:20:00,2018/1/20 8:35:00
750,750,750,ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,South,W,T25,T,73H,PK465,2018/1/20 6:30:00,2018/1/20 9:20:00
751,751,751,QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,South,W,T25,T,325,PK455,2018/1/20 5:20:00,2018/1/20 9:25:00
752,752,752,SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,South,W,T25,T,325,PK450,2018/1/20 4:25:00,2018/1/20 9:15:00
753,753,753,LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,South,W,T25,T,73H,PK409,2018/1/20 21:30:00,2018/1/20 22:30:00
754,754,754,LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,South,W,T25,T,320,PK371,2018/1/20 19:20:00,2018/1/20 23:10:00
755,755,755,CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,South,W,T25,T,73H,PK361,2018/1/20 18:50:00,2018/1/20 20:00:00
756,756,756,QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,South,W,T25,T,73H,PK358,2018/1/20 18:40:00,2018/1/20 19:45:00
757,757,757,ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,South,W,T25,T,325,PK344,2018/1/20 17:30:00,2018/1/20 18:40:00
758,758,758,LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,South,W,T25,T,319,PK334,2018/1/20 16:40:00,2018/1/20 17:35:00
759,759,759,ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,South,W,T25,T,325,PK324,2018/1/20 15:55:00,2018/1/20 17:30:00
760,760,760,CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,South,W,T25,T,73H,PK318,2018/1/20 15:40:00,2018/1/20 18:30:00
761,761,761,UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,South,W,T25,T,73H,PK314,2018/1/20 15:25:00,2018/1/20 17:00:00
762,762,762,ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,South,W,T25,T,320,PK303,2018/1/20 14:50:00,2018/1/20 16:15:00
763,763,763,CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,South,W,T25,T,73H,PK302,2018/1/20 14:50:00,2018/1/20 19:30:00
764,764,764,JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,South,W,T25,T,325,PK292,2018/1/20 14:00:00,2018/1/20 15:45:00
765,765,765,UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,South,W,T25,T,73H,PK287,2018/1/20 13:40:00,2018/1/20 14:45:00
766,766,766,ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,South,W,T25,T,325,PK275,2018/1/20 12:00:00,2018/1/20 18:10:00
767,767,767,LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,South,W,T25,T,325,PK274,2018/1/20 11:25:00,2018/1/20 13:15:00
768,768,768,IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,South,W,T25,T,325,PK261,2018/1/20 10:20:00,2018/1/20 12:15:00
769,769,769,NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,South,W,T25,T,325,PK260,2018/1/20 10:20:00,2018/1/20 12:15:00
770,770,770,DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,South,W,T25,T,320,PK149,2018/1/19 20:25:00,2018/1/20 0:15:00
771,771,771,ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,South,W,T25,T,325,PK144,2018/1/19 20:10:00,2018/1/20 1:50:00
772,772,772,DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,South,W,T26,T,320,PK475,2018/1/20 8:35:00,2018/1/20 10:20:00
773,773,773,LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,South,W,T26,T,73H,PK470,2018/1/20 7:20:00,2018/1/20 8:35:00
774,774,774,ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,South,W,T26,T,73H,PK465,2018/1/20 6:30:00,2018/1/20 9:20:00
775,775,775,QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,South,W,T26,T,325,PK455,2018/1/20 5:20:00,2018/1/20 9:25:00
776,776,776,SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,South,W,T26,T,325,PK450,2018/1/20 4:25:00,2018/1/20 9:15:00
777,777,777,LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,South,W,T26,T,73H,PK409,2018/1/20 21:30:00,2018/1/20 22:30:00
778,778,778,LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,South,W,T26,T,320,PK371,2018/1/20 19:20:00,2018/1/20 23:10:00
779,779,779,CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,South,W,T26,T,73H,PK361,2018/1/20 18:50:00,2018/1/20 20:00:00
780,780,780,QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,South,W,T26,T,73H,PK358,2018/1/20 18:40:00,2018/1/20 19:45:00
781,781,781,ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,South,W,T26,T,325,PK344,2018/1/20 17:30:00,2018/1/20 18:40:00
782,782,782,LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,South,W,T26,T,319,PK334,2018/1/20 16:40:00,2018/1/20 17:35:00
783,783,783,ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,South,W,T26,T,325,PK324,2018/1/20 15:55:00,2018/1/20 17:30:00
784,784,784,CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,South,W,T26,T,73H,PK318,2018/1/20 15:40:00,2018/1/20 18:30:00
785,785,785,UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,South,W,T26,T,73H,PK314,2018/1/20 15:25:00,2018/1/20 17:00:00
786,786,786,ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,South,W,T26,T,320,PK303,2018/1/20 14:50:00,2018/1/20 16:15:00
787,787,787,CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,South,W,T26,T,73H,PK302,2018/1/20 14:50:00,2018/1/20 19:30:00
788,788,788,JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,South,W,T26,T,325,PK292,2018/1/20 14:00:00,2018/1/20 15:45:00
789,789,789,UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,South,W,T26,T,73H,PK287,2018/1/20 13:40:00,2018/1/20 14:45:00
790,790,790,ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,South,W,T26,T,325,PK275,2018/1/20 12:00:00,2018/1/20 18:10:00
791,791,791,LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,South,W,T26,T,325,PK274,2018/1/20 11:25:00,2018/1/20 13:15:00
792,792,792,IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,South,W,T26,T,325,PK261,2018/1/20 10:20:00,2018/1/20 12:15:00
793,793,793,NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,South,W,T26,T,325,PK260,2018/1/20 10:20:00,2018/1/20 12:15:00
794,794,794,DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,South,W,T26,T,320,PK149,2018/1/19 20:25:00,2018/1/20 0:15:00
795,795,795,ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,South,W,T26,T,325,PK144,2018/1/19 20:10:00,2018/1/20 1:50:00
796,796,796,DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,South,W,T27,T,320,PK475,2018/1/20 8:35:00,2018/1/20 10:20:00
797,797,797,LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,South,W,T27,T,73H,PK470,2018/1/20 7:20:00,2018/1/20 8:35:00
798,798,798,ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,South,W,T27,T,73H,PK465,2018/1/20 6:30:00,2018/1/20 9:20:00
799,799,799,QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,South,W,T27,T,325,PK455,2018/1/20 5:20:00,2018/1/20 9:25:00
800,800,800,SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,South,W,T27,T,325,PK450,2018/1/20 4:25:00,2018/1/20 9:15:00
801,801,801,LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,South,W,T27,T,73H,PK409,2018/1/20 21:30:00,2018/1/20 22:30:00
802,802,802,LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,South,W,T27,T,320,PK371,2018/1/20 19:20:00,2018/1/20 23:10:00
803,803,803,CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,South,W,T27,T,73H,PK361,2018/1/20 18:50:00,2018/1/20 20:00:00
804,804,804,QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,South,W,T27,T,73H,PK358,2018/1/20 18:40:00,2018/1/20 19:45:00
805,805,805,ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,South,W,T27,T,325,PK344,2018/1/20 17:30:00,2018/1/20 18:40:00
806,806,806,LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,South,W,T27,T,319,PK334,2018/1/20 16:40:00,2018/1/20 17:35:00
807,807,807,ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,South,W,T27,T,325,PK324,2018/1/20 15:55:00,2018/1/20 17:30:00
808,808,808,CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,South,W,T27,T,73H,PK318,2018/1/20 15:40:00,2018/1/20 18:30:00
809,809,809,UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,South,W,T27,T,73H,PK314,2018/1/20 15:25:00,2018/1/20 17:00:00
810,810,810,ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,South,W,T27,T,320,PK303,2018/1/20 14:50:00,2018/1/20 16:15:00
811,811,811,CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,South,W,T27,T,73H,PK302,2018/1/20 14:50:00,2018/1/20 19:30:00
812,812,812,JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,South,W,T27,T,325,PK292,2018/1/20 14:00:00,2018/1/20 15:45:00
813,813,813,UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,South,W,T27,T,73H,PK287,2018/1/20 13:40:00,2018/1/20 14:45:00
814,814,814,ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,South,W,T27,T,325,PK275,2018/1/20 12:00:00,2018/1/20 18:10:00
815,815,815,LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,South,W,T27,T,325,PK274,2018/1/20 11:25:00,2018/1/20 13:15:00
816,816,816,IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,South,W,T27,T,325,PK261,2018/1/20 10:20:00,2018/1/20 12:15:00
817,817,817,NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,South,W,T27,T,325,PK260,2018/1/20 10:20:00,2018/1/20 12:15:00
818,818,818,DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,South,W,T27,T,320,PK149,2018/1/19 20:25:00,2018/1/20 0:15:00
819,819,819,ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,South,W,T27,T,325,PK144,2018/1/19 20:10:00,2018/1/20 1:50:00
820,820,820,DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,South,W,T28,T,320,PK475,2018/1/20 8:35:00,2018/1/20 10:20:00
821,821,821,LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,South,W,T28,T,73H,PK470,2018/1/20 7:20:00,2018/1/20 8:35:00
822,822,822,ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,South,W,T28,T,73H,PK465,2018/1/20 6:30:00,2018/1/20 9:20:00
823,823,823,QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,South,W,T28,T,325,PK455,2018/1/20 5:20:00,2018/1/20 9:25:00
824,824,824,SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,South,W,T28,T,325,PK450,2018/1/20 4:25:00,2018/1/20 9:15:00
825,825,825,LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,South,W,T28,T,73H,PK409,2018/1/20 21:30:00,2018/1/20 22:30:00
826,826,826,LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,South,W,T28,T,320,PK371,2018/1/20 19:20:00,2018/1/20 23:10:00
827,827,827,CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,South,W,T28,T,73H,PK361,2018/1/20 18:50:00,2018/1/20 20:00:00
828,828,828,QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,South,W,T28,T,73H,PK358,2018/1/20 18:40:00,2018/1/20 19:45:00
829,829,829,ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,South,W,T28,T,325,PK344,2018/1/20 17:30:00,2018/1/20 18:40:00
830,830,830,LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,South,W,T28,T,319,PK334,2018/1/20 16:40:00,2018/1/20 17:35:00
831,831,831,ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,South,W,T28,T,325,PK324,2018/1/20 15:55:00,2018/1/20 17:30:00
832,832,832,CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,South,W,T28,T,73H,PK318,2018/1/20 15:40:00,2018/1/20 18:30:00
833,833,833,UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,South,W,T28,T,73H,PK314,2018/1/20 15:25:00,2018/1/20 17:00:00
834,834,834,ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,South,W,T28,T,320,PK303,2018/1/20 14:50:00,2018/1/20 16:15:00
835,835,835,CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,South,W,T28,T,73H,PK302,2018/1/20 14:50:00,2018/1/20 19:30:00
836,836,836,JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,South,W,T28,T,325,PK292,2018/1/20 14:00:00,2018/1/20 15:45:00
837,837,837,UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,South,W,T28,T,73H,PK287,2018/1/20 13:40:00,2018/1/20 14:45:00
838,838,838,ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,South,W,T28,T,325,PK275,2018/1/20 12:00:00,2018/1/20 18:10:00
839,839,839,LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,South,W,T28,T,325,PK274,2018/1/20 11:25:00,2018/1/20 13:15:00
840,840,840,IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,South,W,T28,T,325,PK261,2018/1/20 10:20:00,2018/1/20 12:15:00
841,841,841,NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,South,W,T28,T,325,PK260,2018/1/20 10:20:00,2018/1/20 12:15:00
842,842,842,DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,South,W,T28,T,320,PK149,2018/1/19 20:25:00,2018/1/20 0:15:00
843,843,843,ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,South,W,T28,T,325,PK144,2018/1/19 20:10:00,2018/1/20 1:50:00
844,844,844,CLL,IOM,2018/1/20,17:20:00,I,NV682,2018/1/20,7:20:00,I,NV659,Center,N,S11,S,33L,PK471,2018/1/20 7:20:00,2018/1/20 17:20:00
845,845,845,DEH,DEH,2018/1/20,12:25:00,I,NV670,2018/1/20,7:00:00,I,NV665,Center,N,S11,S,773,PK468,2018/1/20 7:00:00,2018/1/20 12:25:00
846,846,846,BNT,IOE,2018/1/20,13:00:00,I,NV640,2018/1/20,6:55:00,I,NV883,Center,N,S11,S,33H,PK466,2018/1/20 6:55:00,2018/1/20 13:00:00
847,847,847,MBY,ZZA,2018/1/20,12:05:00,I,NV318,2018/1/20,6:25:00,I,NV689,Center,N,S11,S,773,PK464,2018/1/20 6:25:00,2018/1/20 12:05:00
848,848,848,DHL,TJO,2018/1/20,14:35:00,I,NV676,2018/1/20,6:25:00,I,NV6181,Center,N,S11,S,332,PK463,2018/1/20 6:25:00,2018/1/20 14:35:00
849,849,849,NFM,PSE,2018/1/20,11:40:00,I,NV828,2018/1/20,5:55:00,I,NV851,Center,N,S11,S,773,PK461,2018/1/20 5:55:00,2018/1/20 11:40:00
850,850,850,DNC,UQF,2018/1/20,12:15:00,I,NV6118,2018/1/20,5:55:00,I,NV343,Center,N,S11,S,33E,PK460,2018/1/20 5:55:00,2018/1/20 12:15:00
851,851,851,NMF,NMF,2018/1/20,12:10:00,I,NV346,2018/1/20,5:35:00,I,NV347,Center,N,S11,S,33L,PK456,2018/1/20 5:35:00,2018/1/20 12:10:00
852,852,852,KGL,OSU,2018/1/20,9:10:00,I,NV634,2018/1/20,5:15:00,I,NV309,Center,N,S11,S,773,PK454,2018/1/20 5:15:00,2018/1/20 9:10:00
853,853,853,TZE,MBY,2018/1/20,13:20:00,I,NV694,2018/1/20,5:00:00,I,NV847,Center,N,S11,S,773,PK453,2018/1/20 5:00:00,2018/1/20 13:20:00
854,854,854,TJO,DUT,2018/1/20,7:55:00,I,NV380,2018/1/20,4:10:00,I,NV677,Center,N,S11,S,33L,PK449,2018/1/20 4:10:00,2018/1/20 7:55:00
855,855,855,COF,COF,2018/1/20,21:55:00,I,NV826,2018/1/20,20:00:00,I,NV827,Center,N,S11,S,33E,PK382,2018/1/20 20:00:00,2018/1/20 21:55:00
856,856,856,NFM,TJO,2018/1/20,23:30:00,I,NV654,2018/1/20,19:40:00,I,NV849,Center,N,S11,S,33E,PK377,2018/1/20 19:40:00,2018/1/20 23:30:00
857,857,857,MBY,MBY,2018/1/20,21:00:00,I,NV688,2018/1/20,17:50:00,I,NV697,Center,N,S11,S,773,PK347,2018/1/20 17:50:00,2018/1/20 21:00:00
858,858,858,OSU,KGL,2018/1/20,20:00:00,I,NV308,2018/1/20,16:35:00,I,NV635,Center,N,S11,S,773,PK333,2018/1/20 16:35:00,2018/1/20 20:00:00
859,859,859,TJO,NFM,2018/1/20,19:45:00,I,NV848,2018/1/20,15:30:00,I,NV657,Center,N,S11,S,33E,PK316,2018/1/20 15:30:00,2018/1/20 19:45:00
860,860,860,GDP,TZE,2018/1/20,20:20:00,I,NV672,2018/1/20,15:00:00,I,NV899,Center,N,S11,S,33E,PK308,2018/1/20 15:00:00,2018/1/20 20:20:00
861,861,861,DEH,TJO,2018/1/20,16:10:00,I,NV656,2018/1/20,14:50:00,I,NV681,Center,N,S11,S,33H,PK304,2018/1/20 14:50:00,2018/1/20 16:10:00
862,862,862,TZE,TGP,2018/1/20,14:20:00,I,NV690,2018/1/19,5:00:00,I,NV847,Center,N,S11,S,773,PK208,2018/1/19 5:00:00,2018/1/20 14:20:00
863,863,863,IOE,GDP,2018/1/20,12:30:00,I,NV898,2018/1/19,21:05:00,I,NV651,Center,N,S11,S,33E,PK159,2018/1/19 21:05:00,2018/1/20 12:30:00
864,864,864,TZE,GSB,2018/1/20,0:10:00,I,NV320,2018/1/19,19:30:00,I,NV673,Center,N,S11,S,33E,PK131,2018/1/19 19:30:00,2018/1/20 0:10:00
865,865,865,ZZA,TZE,2018/1/20,0:05:00,I,NV846,2018/1/19,19:20:00,I,NV319,Center,N,S11,S,773,PK129,2018/1/19 19:20:00,2018/1/20 0:05:00
866,866,866,NBE,ZWS,2018/1/20,0:20:00,I,NV608,2018/1/19,18:05:00,I,NV821,Center,N,S11,S,33H,PK108,2018/1/19 18:05:00,2018/1/20 0:20:00
867,867,867,TGP,DEH,2018/1/20,0:05:00,I,NV664,2018/1/19,18:00:00,I,NV601,Center,N,S11,S,773,PK107,2018/1/19 18:00:00,2018/1/20 0:05:00
868,868,868,MBY,NFM,2018/1/20,0:20:00,I,NV840,2018/1/19,17:50:00,I,NV697,Center,N,S11,S,773,PK104,2018/1/19 17:50:00,2018/1/20 0:20:00
869,869,869,ZWS,MIS,2018/1/20,13:00:00,I,NV662,2018/1/19,16:55:00,I,NV693,Center,N,S11,S,33H,PK094,2018/1/19 16:55:00,2018/1/20 13:00:00
870,870,870,MIS,ZWS,2018/1/20,13:30:00,I,NV692,2018/1/19,16:30:00,I,NV663,Center,N,S11,S,33H,PK089,2018/1/19 16:30:00,2018/1/20 13:30:00
871,871,871,CLL,IOM,2018/1/20,17:20:00,I,NV682,2018/1/20,7:20:00,I,NV659,Center,N,S12,S,33L,PK471,2018/1/20 7:20:00,2018/1/20 17:20:00
